properties.ObjectId,properties.StopID,properties.PID,properties.actionTakenDuringStop,properties.personSearchConsentGiven,properties.propertySearchConsentGiven
648,6237,1,Search of property was conducted,NULL,NULL
649,6237,1,Vehicle impounded,NULL,NULL
650,6238,1,None,NULL,NULL
651,6239,1,None,NULL,NULL
652,6240,1,None,NULL,NULL
653,6148,1,Search of person was conducted,NULL,NULL
654,6242,1,None,NULL,NULL
655,6243,1,None,NULL,NULL
656,6244,1,Asked for consent to search person,NULL,NULL
657,6244,1,Field sobriety test conducted,NULL,NULL
658,6244,2,Handcuffed or flex cuffed,NULL,NULL
659,6244,2,Search of person was conducted,NULL,NULL
660,6245,1,Handcuffed or flex cuffed,NULL,NULL
661,6246,1,Handcuffed or flex cuffed,NULL,NULL
662,6246,1,Patrol car detention,NULL,NULL
663,6246,1,Search of person was conducted,NULL,NULL
664,6247,1,None,NULL,NULL
665,6248,1,None,NULL,NULL
666,6249,1,Field sobriety test conducted,NULL,NULL
667,6249,1,Firearm pointed at person,NULL,NULL
668,6249,1,Handcuffed or flex cuffed,NULL,NULL
669,6249,1,Patrol car detention,NULL,NULL
670,6249,1,Person removed from vehicle by order,NULL,NULL
671,6249,1,Search of property was conducted,NULL,NULL
672,6249,1,Vehicle impounded,NULL,NULL
673,6250,1,None,NULL,NULL
674,6251,1,None,NULL,NULL
675,6251,2,Asked for consent to search person,TRUE,NULL
676,6251,2,Curbside detention,NULL,NULL
677,6251,2,Search of person was conducted,NULL,NULL
678,6252,1,None,NULL,NULL
679,6253,1,Curbside detention,NULL,NULL
680,6253,1,Search of person was conducted,NULL,NULL
681,6254,1,None,NULL,NULL
682,6255,1,None,NULL,NULL
683,6256,1,None,NULL,NULL
684,6257,1,None,NULL,NULL
685,6258,1,None,NULL,NULL
686,6259,1,None,NULL,NULL
687,6260,1,Patrol car detention,NULL,NULL
688,6260,1,Person removed from vehicle by order,NULL,NULL
689,6260,1,Search of person was conducted,NULL,NULL
690,6260,1,Search of property was conducted,NULL,NULL
691,6261,1,Handcuffed or flex cuffed,NULL,NULL
692,6261,1,Person removed from vehicle by order,NULL,NULL
693,6261,1,Search of person was conducted,NULL,NULL
694,6261,1,Search of property was conducted,NULL,NULL
695,6261,1,Vehicle impounded,NULL,NULL
696,6262,1,None,NULL,NULL
697,6263,1,Handcuffed or flex cuffed,NULL,NULL
698,6263,1,Patrol car detention,NULL,NULL
699,6264,1,None,NULL,NULL
700,6265,1,None,NULL,NULL
701,6267,1,None,NULL,NULL
702,6269,1,Asked for consent to search person,TRUE,NULL
703,6149,1,Asked for consent to search person,TRUE,NULL
704,6149,1,Patrol car detention,NULL,NULL
705,6150,1,None,NULL,NULL
706,6151,1,None,NULL,NULL
707,6152,1,None,NULL,NULL
708,6153,1,None,NULL,NULL
709,6154,1,Firearm pointed at person,NULL,NULL
710,6154,1,Handcuffed or flex cuffed,NULL,NULL
711,6154,1,Property was seized,NULL,NULL
712,6154,1,Search of person was conducted,NULL,NULL
713,6154,1,Vehicle impounded,NULL,NULL
714,6155,1,None,NULL,NULL
715,6156,1,None,NULL,NULL
716,6157,1,Handcuffed or flex cuffed,NULL,NULL
717,6157,1,Patrol car detention,NULL,NULL
718,6157,1,Search of person was conducted,NULL,NULL
719,6158,1,None,NULL,NULL
720,6159,1,None,NULL,NULL
721,6160,1,None,NULL,NULL
722,6161,1,None,NULL,NULL
723,6162,1,None,NULL,NULL
724,6163,1,None,NULL,NULL
725,6164,1,None,NULL,NULL
726,6165,1,None,NULL,NULL
727,6166,1,None,NULL,NULL
728,6167,1,None,NULL,NULL
729,6168,1,None,NULL,NULL
730,6169,1,None,NULL,NULL
731,6170,1,None,NULL,NULL
732,6171,1,None,NULL,NULL
733,6172,1,Asked for consent to search property,NULL,TRUE
734,6172,1,Person removed from vehicle by order,NULL,NULL
735,6172,1,Search of person was conducted,NULL,NULL
736,6172,1,Search of property was conducted,NULL,NULL
737,6173,1,None,NULL,NULL
738,6174,1,None,NULL,NULL
739,6175,1,Curbside detention,NULL,NULL
740,6175,1,Person removed from vehicle by order,NULL,NULL
741,6175,1,Search of person was conducted,NULL,NULL
742,6175,1,Vehicle impounded,NULL,NULL
743,6176,1,None,NULL,NULL
744,6177,1,None,NULL,NULL
745,6178,1,Patrol car detention,NULL,NULL
746,6178,1,Search of person was conducted,NULL,NULL
747,6178,2,Patrol car detention,NULL,NULL
748,6178,2,Search of person was conducted,NULL,NULL
749,6178,3,Patrol car detention,NULL,NULL
750,6178,3,Search of person was conducted,NULL,NULL
751,6077,1,Asked for consent to search person,NULL,NULL
752,6077,1,Handcuffed or flex cuffed,NULL,NULL
753,6078,1,None,NULL,NULL
754,6079,1,None,NULL,NULL
755,6080,1,None,NULL,NULL
756,6081,1,None,NULL,NULL
757,6082,1,Curbside detention,NULL,NULL
758,6082,1,Search of person was conducted,NULL,NULL
759,6083,1,None,NULL,NULL
760,6084,1,None,NULL,NULL
761,6085,1,None,NULL,NULL
762,6086,1,Handcuffed or flex cuffed,NULL,NULL
763,6086,1,Property was seized,NULL,NULL
764,6086,1,Search of person was conducted,NULL,NULL
765,6087,1,None,NULL,NULL
766,6088,1,Curbside detention,NULL,NULL
767,6089,1,Handcuffed or flex cuffed,NULL,NULL
768,6089,1,Search of person was conducted,NULL,NULL
769,6090,1,None,NULL,NULL
770,6091,1,None,NULL,NULL
771,6092,1,None,NULL,NULL
772,6093,1,None,NULL,NULL
773,6094,1,Curbside detention,NULL,NULL
774,6095,1,None,NULL,NULL
775,6096,1,None,NULL,NULL
776,6097,1,None,NULL,NULL
777,6098,1,None,NULL,NULL
778,6099,1,None,NULL,NULL
779,6100,1,None,NULL,NULL
780,6101,1,Handcuffed or flex cuffed,NULL,NULL
781,6101,1,Patrol car detention,NULL,NULL
782,6101,1,Search of person was conducted,NULL,NULL
783,6102,1,Handcuffed or flex cuffed,NULL,NULL
784,6102,1,Patrol car detention,NULL,NULL
785,6103,1,None,NULL,NULL
786,6104,1,None,NULL,NULL
787,6105,1,Curbside detention,NULL,NULL
788,6105,1,Property was seized,NULL,NULL
789,6105,1,Search of person was conducted,NULL,NULL
790,6106,1,None,NULL,NULL
791,6107,1,None,NULL,NULL
792,6108,1,None,NULL,NULL
793,6109,1,None,NULL,NULL
794,6110,1,None,NULL,NULL
795,6111,1,None,NULL,NULL
796,6112,1,None,NULL,NULL
797,6113,1,None,NULL,NULL
798,6114,1,None,NULL,NULL
799,6115,1,None,NULL,NULL
800,6116,1,None,NULL,NULL
801,6421,1,None,NULL,NULL
802,6422,1,Curbside detention,NULL,NULL
803,6422,1,Search of person was conducted,NULL,NULL
804,6423,1,Curbside detention,NULL,NULL
805,6424,1,Asked for consent to search person,TRUE,NULL
806,6424,1,Person removed from vehicle by order,NULL,NULL
807,6424,1,Search of person was conducted,NULL,NULL
808,6425,1,None,NULL,NULL
809,6427,1,None,NULL,NULL
810,6428,1,None,NULL,NULL
811,6429,1,None,NULL,NULL
812,6430,1,None,NULL,NULL
813,6431,1,None,NULL,NULL
814,6432,1,None,NULL,NULL
815,6433,1,None,NULL,NULL
816,6434,1,Handcuffed or flex cuffed,NULL,NULL
817,6434,1,Patrol car detention,NULL,NULL
818,6434,1,Search of person was conducted,NULL,NULL
819,6435,1,None,NULL,NULL
820,6435,2,None,NULL,NULL
821,6436,1,Asked for consent to search property,NULL,TRUE
822,6436,1,Handcuffed or flex cuffed,NULL,NULL
823,6436,1,Person removed from vehicle by order,NULL,NULL
824,6437,1,None,NULL,NULL
825,6438,1,None,NULL,NULL
826,6439,1,None,NULL,NULL
827,6440,1,Curbside detention,NULL,NULL
828,6441,1,None,NULL,NULL
829,6442,1,Curbside detention,NULL,NULL
830,6443,1,None,NULL,NULL
831,6444,1,None,NULL,NULL
832,6335,1,Asked for consent to search property,NULL,TRUE
833,6456,1,None,NULL,NULL
834,6512,1,Curbside detention,NULL,NULL
835,6445,1,None,NULL,NULL
836,6445,2,None,NULL,NULL
837,6446,1,None,NULL,NULL
838,6447,1,None,NULL,NULL
839,6448,1,None,NULL,NULL
840,6449,1,Curbside detention,NULL,NULL
841,6450,1,None,NULL,NULL
842,6451,1,Curbside detention,NULL,NULL
843,6451,1,Person removed from vehicle by order,NULL,NULL
844,6451,2,Curbside detention,NULL,NULL
845,6451,2,Person removed from vehicle by order,NULL,NULL
846,6452,1,Curbside detention,NULL,NULL
847,6452,1,Person removed from vehicle by order,NULL,NULL
848,6453,1,Person removed from vehicle by order,NULL,NULL
849,6454,1,Curbside detention,NULL,NULL
850,6455,1,Handcuffed or flex cuffed,NULL,NULL
851,6455,1,Person photographed,NULL,NULL
852,6455,1,Property was seized,NULL,NULL
853,6455,1,Search of property was conducted,NULL,NULL
854,6335,1,Handcuffed or flex cuffed,NULL,NULL
855,6456,2,None,NULL,NULL
856,6513,1,Curbside detention,NULL,NULL
857,6335,1,Patrol car detention,NULL,NULL
858,6457,1,None,NULL,NULL
859,6514,1,None,NULL,NULL
860,6392,2,Person removed from vehicle by physical contact,NULL,NULL
861,6335,1,Search of property was conducted,NULL,NULL
862,6457,2,None,NULL,NULL
863,6515,1,Handcuffed or flex cuffed,NULL,NULL
864,6392,2,Search of person was conducted,NULL,NULL
865,6336,1,None,NULL,NULL
866,6458,1,Field sobriety test conducted,NULL,NULL
867,6515,1,Patrol car detention,NULL,NULL
868,6392,2,Search of property was conducted,NULL,NULL
869,6337,1,Curbside detention,NULL,NULL
870,6458,1,Patrol car detention,NULL,NULL
871,6515,1,Search of person was conducted,NULL,NULL
872,6297,1,Curbside detention,NULL,NULL
873,6482,1,None,NULL,NULL
874,6362,2,None,NULL,NULL
875,6393,1,None,NULL,NULL
876,6337,1,Handcuffed or flex cuffed,NULL,NULL
877,6458,1,Person removed from vehicle by order,NULL,NULL
878,6515,1,Search of property was conducted,NULL,NULL
879,6300,1,None,NULL,NULL
880,6483,1,None,NULL,NULL
881,6362,3,None,NULL,NULL
882,6394,1,None,NULL,NULL
883,6337,1,Patrol car detention,NULL,NULL
884,6458,1,Property was seized,NULL,NULL
885,6516,1,None,NULL,NULL
886,6302,1,None,NULL,NULL
887,6484,1,None,NULL,NULL
888,6363,1,None,NULL,NULL
889,6395,1,None,NULL,NULL
890,6337,1,Person removed from vehicle by order,NULL,NULL
891,6458,1,Search of person was conducted,NULL,NULL
892,6517,1,None,NULL,NULL
893,6303,1,Handcuffed or flex cuffed,NULL,NULL
894,6484,2,None,NULL,NULL
895,6363,2,None,NULL,NULL
896,6397,1,None,NULL,NULL
897,6337,1,Search of person was conducted,NULL,NULL
898,6458,2,Patrol car detention,NULL,NULL
899,6518,1,Person removed from vehicle by order,NULL,NULL
900,6303,1,Patrol car detention,NULL,NULL
901,6485,1,None,NULL,NULL
902,6364,1,None,NULL,NULL
903,6398,1,None,NULL,NULL
904,6337,3,Person removed from vehicle by order,NULL,NULL
905,6458,2,Search of person was conducted,NULL,NULL
906,6518,1,Search of person was conducted,NULL,NULL
907,6303,1,Property was seized,NULL,NULL
908,6486,1,None,NULL,NULL
909,6365,1,Handcuffed or flex cuffed,NULL,NULL
910,6399,1,None,NULL,NULL
911,6337,3,Search of person was conducted,NULL,NULL
912,6459,1,None,NULL,NULL
913,6519,1,None,NULL,NULL
914,6303,1,Search of person was conducted,NULL,NULL
915,6486,2,None,NULL,NULL
916,6365,1,Search of person was conducted,NULL,NULL
917,6400,1,None,NULL,NULL
918,6338,1,None,NULL,NULL
919,6460,1,None,NULL,NULL
920,6520,1,Firearm pointed at person,NULL,NULL
921,6304,1,Search of person was conducted,NULL,NULL
922,6487,1,None,NULL,NULL
923,6366,1,Handcuffed or flex cuffed,NULL,NULL
924,6401,1,None,NULL,NULL
925,6339,1,Patrol car detention,NULL,NULL
926,6339,1,Property was seized,NULL,NULL
927,6339,1,Search of person was conducted,NULL,NULL
928,6340,1,Curbside detention,NULL,NULL
929,6341,1,Curbside detention,NULL,NULL
930,6341,2,Curbside detention,NULL,NULL
931,6342,1,None,NULL,NULL
932,6344,1,None,NULL,NULL
933,6345,1,Handcuffed or flex cuffed,NULL,NULL
934,6345,1,Property was seized,NULL,NULL
935,6345,1,Search of person was conducted,NULL,NULL
936,6346,1,None,NULL,NULL
937,6347,1,None,NULL,NULL
938,6348,1,None,NULL,NULL
939,6349,1,None,NULL,NULL
940,6350,1,Patrol car detention,NULL,NULL
941,6350,1,Person removed from vehicle by order,NULL,NULL
942,6350,1,Search of person was conducted,NULL,NULL
943,6350,1,Search of property was conducted,NULL,NULL
944,6351,1,Person removed from vehicle by order,NULL,NULL
945,6351,2,Person removed from vehicle by order,NULL,NULL
946,6352,1,None,NULL,NULL
947,6353,1,None,NULL,NULL
948,6354,1,None,NULL,NULL
949,6355,1,Curbside detention,NULL,NULL
950,6356,1,None,NULL,NULL
951,6358,1,Asked for consent to search property,NULL,TRUE
952,6358,1,Curbside detention,NULL,NULL
953,6358,1,Handcuffed or flex cuffed,NULL,NULL
954,6358,1,Patrol car detention,NULL,NULL
955,6358,1,Search of person was conducted,NULL,NULL
956,6358,1,Search of property was conducted,NULL,NULL
957,6359,1,None,NULL,NULL
958,6360,1,None,NULL,NULL
959,6361,1,Handcuffed or flex cuffed,NULL,NULL
960,6361,1,Search of person was conducted,NULL,NULL
961,6362,1,None,NULL,NULL
962,6366,1,Patrol car detention,NULL,NULL
963,6304,1,Search of property was conducted,NULL,NULL
964,6488,1,None,NULL,NULL
965,6520,1,Handcuffed or flex cuffed,NULL,NULL
966,6461,1,Handcuffed or flex cuffed,NULL,NULL
967,6489,1,None,NULL,NULL
968,6305,1,Asked for consent to search person,TRUE,NULL
969,6402,1,None,NULL,NULL
970,6520,1,Property was seized,NULL,NULL
971,6461,1,Search of person was conducted,NULL,NULL
972,6366,1,Property was seized,NULL,NULL
973,6490,1,None,NULL,NULL
974,6305,1,Curbside detention,NULL,NULL
975,6403,1,None,NULL,NULL
976,6520,1,Search of person was conducted,NULL,NULL
977,6462,1,Asked for consent to search property,NULL,TRUE
978,6366,1,Search of person was conducted,NULL,NULL
979,6491,1,None,NULL,NULL
980,6306,1,None,NULL,NULL
981,6404,1,None,NULL,NULL
982,6521,1,Curbside detention,NULL,NULL
983,6462,1,Firearm pointed at person,NULL,NULL
984,6367,1,None,NULL,NULL
985,6492,1,Curbside detention,NULL,NULL
986,6307,1,None,NULL,NULL
987,6405,1,None,NULL,NULL
988,6522,1,None,NULL,NULL
989,6462,1,Handcuffed or flex cuffed,NULL,NULL
990,6368,1,None,NULL,NULL
991,6492,1,Search of person was conducted,NULL,NULL
992,6308,1,None,NULL,NULL
993,6406,1,None,NULL,NULL
994,6523,1,None,NULL,NULL
995,6462,1,Search of person was conducted,NULL,NULL
996,6369,1,None,NULL,NULL
997,6493,1,Handcuffed or flex cuffed,NULL,NULL
998,6309,1,None,NULL,NULL
999,6407,1,Handcuffed or flex cuffed,NULL,NULL
1000,6524,1,None,NULL,NULL
1001,6462,1,Search of property was conducted,NULL,NULL
1002,6370,1,Patrol car detention,NULL,NULL
1003,6493,1,Search of person was conducted,NULL,NULL
1004,6310,1,None,NULL,NULL
1005,6407,1,Search of person was conducted,NULL,NULL
1006,6525,1,None,NULL,NULL
1007,6463,1,None,NULL,NULL
1008,6370,1,Search of person was conducted,NULL,NULL
1009,6494,1,Curbside detention,NULL,NULL
1010,6311,1,Asked for consent to search person,TRUE,NULL
1011,6526,1,Handcuffed or flex cuffed,NULL,NULL
1012,6408,1,Handcuffed or flex cuffed,NULL,NULL
1013,6526,1,Search of person was conducted,NULL,NULL
1014,6371,1,None,NULL,NULL
1015,6464,1,Handcuffed or flex cuffed,NULL,NULL
1016,6408,1,Search of person was conducted,NULL,NULL
1017,6527,1,Asked for consent to search person,TRUE,NULL
1018,6311,1,Handcuffed or flex cuffed,NULL,NULL
1019,6495,1,Search of person was conducted,NULL,NULL
1020,6372,1,Curbside detention,NULL,NULL
1021,6464,1,Search of person was conducted,NULL,NULL
1022,6527,1,Asked for consent to search property,NULL,TRUE
1023,6409,1,Asked for consent to search person,TRUE,NULL
1024,6496,1,Asked for consent to search person,TRUE,NULL
1025,6311,1,Patrol car detention,NULL,NULL
1026,6373,1,None,NULL,NULL
1027,6465,1,None,NULL,NULL
1028,6527,1,Curbside detention,NULL,NULL
1029,6409,1,Canine removed from vehicle or used to search,NULL,NULL
1030,6496,1,Curbside detention,NULL,NULL
1031,6311,1,Search of person was conducted,NULL,NULL
1032,6374,1,None,NULL,NULL
1033,6466,1,None,NULL,NULL
1034,6527,1,Handcuffed or flex cuffed,NULL,NULL
1035,6409,1,Firearm pointed at person,NULL,NULL
1036,6497,1,Curbside detention,NULL,NULL
1037,6312,1,Curbside detention,NULL,NULL
1038,6375,1,None,NULL,NULL
1039,6467,1,None,NULL,NULL
1040,6527,1,Patrol car detention,NULL,NULL
1041,6409,1,Patrol car detention,NULL,NULL
1042,6497,1,Search of person was conducted,NULL,NULL
1043,6313,1,Firearm pointed at person,NULL,NULL
1044,6376,1,Patrol car detention,NULL,NULL
1045,6467,2,None,NULL,NULL
1046,6527,1,Search of person was conducted,NULL,NULL
1047,6409,1,Person removed from vehicle by order,NULL,NULL
1048,6498,1,Person removed from vehicle by order,NULL,NULL
1049,6313,1,Impact projectile discharged or used,NULL,NULL
1050,6377,1,None,NULL,NULL
1051,6468,1,None,NULL,NULL
1052,6527,1,Search of property was conducted,NULL,NULL
1053,6409,1,Search of person was conducted,NULL,NULL
1054,6498,1,Person removed from vehicle by physical contact,NULL,NULL
1055,6313,1,Search of person was conducted,NULL,NULL
1056,6378,1,None,NULL,NULL
1057,6468,2,None,NULL,NULL
1058,6528,1,None,NULL,NULL
1059,6410,1,None,NULL,NULL
1060,6498,1,Property was seized,NULL,NULL
1061,6314,1,None,NULL,NULL
1062,6379,1,None,NULL,NULL
1063,6469,1,None,NULL,NULL
1064,6528,2,Handcuffed or flex cuffed,NULL,NULL
1065,6411,1,None,NULL,NULL
1066,6498,1,Search of person was conducted,NULL,NULL
1067,6315,1,None,NULL,NULL
1068,6380,1,None,NULL,NULL
1069,6470,1,None,NULL,NULL
1070,6528,2,Search of person was conducted,NULL,NULL
1071,6412,1,None,NULL,NULL
1072,6498,1,Search of property was conducted,NULL,NULL
1073,6316,1,Handcuffed or flex cuffed,NULL,NULL
1074,6381,1,None,NULL,NULL
1075,6471,1,None,NULL,NULL
1076,6529,1,Asked for consent to search person,TRUE,NULL
1077,6413,1,None,NULL,NULL
1078,6498,1,Vehicle impounded,NULL,NULL
1079,6316,1,Patrol car detention,NULL,NULL
1080,6382,1,None,NULL,NULL
1081,6472,1,Firearm pointed at person,NULL,NULL
1082,6529,1,Person removed from vehicle by order,NULL,NULL
1083,6414,1,Firearm pointed at person,NULL,NULL
1084,6498,2,Property was seized,NULL,NULL
1085,6316,1,Search of person was conducted,NULL,NULL
1086,6383,1,None,NULL,NULL
1087,6472,1,Handcuffed or flex cuffed,NULL,NULL
1088,6414,1,Handcuffed or flex cuffed,NULL,NULL
1089,6529,1,Property was seized,NULL,NULL
1090,6498,2,Search of person was conducted,NULL,NULL
1091,6316,1,Search of property was conducted,NULL,NULL
1092,6384,1,Handcuffed or flex cuffed,NULL,NULL
1093,6472,1,Impact projectile discharged or used,NULL,NULL
1094,6472,1,Search of person was conducted,NULL,NULL
1095,6473,1,None,NULL,NULL
1096,6474,1,None,NULL,NULL
1097,6474,2,None,NULL,NULL
1098,6475,1,None,NULL,NULL
1099,6476,1,Handcuffed or flex cuffed,NULL,NULL
1100,6476,1,Patrol car detention,NULL,NULL
1101,6476,1,Property was seized,NULL,NULL
1102,6476,1,Search of person was conducted,NULL,NULL
1103,6477,1,None,NULL,NULL
1104,6478,1,None,NULL,NULL
1105,6479,1,Curbside detention,NULL,NULL
1106,6479,1,Search of person was conducted,NULL,NULL
1107,6480,1,None,NULL,NULL
1108,6481,1,None,NULL,NULL
1109,6317,1,None,NULL,NULL
1110,6498,2,Search of property was conducted,NULL,NULL
1111,6498,2,Vehicle impounded,NULL,NULL
1112,6384,1,Patrol car detention,NULL,NULL
1113,6499,1,None,NULL,NULL
1114,6318,1,None,NULL,NULL
1115,6414,1,Patrol car detention,NULL,NULL
1116,6530,1,Person removed from vehicle by order,NULL,NULL
1117,6384,1,Property was seized,NULL,NULL
1118,6500,1,None,NULL,NULL
1119,6319,1,None,NULL,NULL
1120,6414,1,Person removed from vehicle by order,NULL,NULL
1121,6530,1,Search of person was conducted,NULL,NULL
1122,6384,1,Search of person was conducted,NULL,NULL
1123,6501,1,None,NULL,NULL
1124,6320,1,None,NULL,NULL
1125,6414,1,Search of person was conducted,NULL,NULL
1126,6530,1,Search of property was conducted,NULL,NULL
1127,6385,1,None,NULL,NULL
1128,6502,1,Curbside detention,NULL,NULL
1129,6321,1,Handcuffed or flex cuffed,NULL,NULL
1130,6415,1,Curbside detention,NULL,NULL
1131,6530,1,Vehicle impounded,NULL,NULL
1132,6386,1,None,NULL,NULL
1133,6503,1,None,NULL,NULL
1134,6321,1,Search of person was conducted,NULL,NULL
1135,6415,1,Search of person was conducted,NULL,NULL
1136,6531,1,None,NULL,NULL
1137,6387,1,Handcuffed or flex cuffed,NULL,NULL
1138,6504,1,Physical or Vehicle contact,NULL,NULL
1139,6322,1,None,NULL,NULL
1140,6416,1,None,NULL,NULL
1141,6532,1,Handcuffed or flex cuffed,NULL,NULL
1142,6387,1,Search of person was conducted,NULL,NULL
1143,6505,1,Patrol car detention,NULL,NULL
1144,6323,1,None,NULL,NULL
1145,6417,1,Handcuffed or flex cuffed,NULL,NULL
1146,6532,1,Patrol car detention,NULL,NULL
1147,6388,1,Asked for consent to search person,TRUE,NULL
1148,6505,1,Search of person was conducted,NULL,NULL
1149,6324,1,None,NULL,NULL
1150,6417,1,Patrol car detention,NULL,NULL
