properties.ObjectId,properties.StopID,properties.PID,properties.actionTakenDuringStop,properties.personSearchConsentGiven,properties.propertySearchConsentGiven
17068,15876,4,Curbside detention,NULL,NULL
17069,15825,1,None,NULL,NULL
17070,15761,1,None,NULL,NULL
17071,15787,1,None,NULL,NULL
17072,15862,1,Search of property was conducted,NULL,NULL
17073,15919,1,Patrol car detention,NULL,NULL
17074,15876,4,Person removed from vehicle by order,NULL,NULL
17075,15826,1,None,NULL,NULL
17076,15762,1,None,NULL,NULL
17077,15788,1,None,NULL,NULL
17078,15863,1,None,NULL,NULL
17079,15919,1,Search of person was conducted,NULL,NULL
17080,15876,4,Person removed from vehicle by physical contact,NULL,NULL
17081,15827,1,None,NULL,NULL
17082,15763,1,Person removed from vehicle by order,NULL,NULL
17083,15789,1,None,NULL,NULL
17084,15864,1,Curbside detention,NULL,NULL
17085,15920,1,Patrol car detention,NULL,NULL
17086,15876,4,Search of person was conducted,NULL,NULL
17087,15828,1,None,NULL,NULL
17088,15763,1,Search of person was conducted,NULL,NULL
17089,15790,1,Curbside detention,NULL,NULL
17090,15864,1,Firearm pointed at person,NULL,NULL
17091,15920,1,Search of person was conducted,NULL,NULL
17092,15876,4,Search of property was conducted,NULL,NULL
17093,15829,1,None,NULL,NULL
17094,15764,1,Asked for consent to search person,TRUE,NULL
17095,15790,1,Handcuffed or flex cuffed,NULL,NULL
17096,15864,1,Handcuffed or flex cuffed,NULL,NULL
17097,15921,1,None,NULL,NULL
17098,15877,1,None,NULL,NULL
17099,15830,1,Curbside detention,NULL,NULL
17100,15764,1,Curbside detention,NULL,NULL
17101,15790,1,Patrol car detention,NULL,NULL
17102,15864,1,Patrol car detention,NULL,NULL
17103,15921,2,None,NULL,NULL
17104,15878,1,None,NULL,NULL
17105,15717,1,Curbside detention,NULL,NULL
17106,15830,1,Property was seized,NULL,NULL
17107,15765,1,None,NULL,NULL
17108,15790,1,Search of person was conducted,NULL,NULL
17109,15864,1,Person removed from vehicle by order,NULL,NULL
17110,15922,1,Curbside detention,NULL,NULL
17111,15879,1,None,NULL,NULL
17112,15717,1,Firearm pointed at person,NULL,NULL
17113,15831,1,Asked for consent to search person,TRUE,NULL
17114,15766,1,None,NULL,NULL
17115,15790,1,Search of property was conducted,NULL,NULL
17116,15864,1,Person removed from vehicle by physical contact,NULL,NULL
17117,15923,1,Handcuffed or flex cuffed,NULL,NULL
17118,15879,2,None,NULL,NULL
17119,15717,1,Search of person was conducted,NULL,NULL
17120,15831,1,Asked for consent to search property,NULL,TRUE
17121,15767,1,Handcuffed or flex cuffed,NULL,NULL
17122,15791,1,Curbside detention,NULL,NULL
17123,15864,1,Physical or Vehicle contact,NULL,NULL
17124,15879,3,None,NULL,NULL
17125,15718,1,Curbside detention,NULL,NULL
17126,15831,1,Curbside detention,NULL,NULL
17127,15767,1,Search of person was conducted,NULL,NULL
17128,15792,1,Handcuffed or flex cuffed,NULL,NULL
17129,15864,1,Property was seized,NULL,NULL
17130,15880,1,None,NULL,NULL
17131,15718,1,Search of person was conducted,NULL,NULL
17132,15831,1,Property was seized,NULL,NULL
17133,15769,1,None,NULL,NULL
17134,15792,1,Search of person was conducted,NULL,NULL
17135,15864,1,Search of person was conducted,NULL,NULL
17136,15864,1,Search of property was conducted,NULL,NULL
17137,15864,1,Vehicle impounded,NULL,NULL
17138,15719,1,Curbside detention,NULL,NULL
17139,15881,1,None,NULL,NULL
17140,15831,1,Search of person was conducted,NULL,NULL
17141,15793,1,Person removed from vehicle by order,NULL,NULL
17142,15770,1,None,NULL,NULL
17143,15719,1,Search of property was conducted,NULL,NULL
17144,15881,2,None,NULL,NULL
17145,15831,1,Search of property was conducted,NULL,NULL
17146,15793,1,Search of person was conducted,NULL,NULL
17147,15771,1,None,NULL,NULL
17148,15720,1,Curbside detention,NULL,NULL
17149,15882,1,None,NULL,NULL
17150,15832,1,Curbside detention,NULL,NULL
17151,15794,1,None,NULL,NULL
17152,15771,2,None,NULL,NULL
17153,15720,1,Handcuffed or flex cuffed,NULL,NULL
17154,15883,1,None,NULL,NULL
17155,15795,1,Curbside detention,NULL,NULL
17156,15772,1,None,NULL,NULL
17157,15721,1,None,NULL,NULL
17158,15884,1,None,NULL,NULL
17159,15795,1,Search of person was conducted,NULL,NULL
17160,15773,1,None,NULL,NULL
17161,15722,1,Curbside detention,NULL,NULL
17162,15774,1,None,NULL,NULL
17163,15722,1,Search of person was conducted,NULL,NULL
17164,15723,1,Handcuffed or flex cuffed,NULL,NULL
17165,15723,1,Patrol car detention,NULL,NULL
17166,15723,1,Search of person was conducted,NULL,NULL
17167,15723,1,Search of property was conducted,NULL,NULL
17168,15724,1,Curbside detention,NULL,NULL
17169,15724,1,Search of person was conducted,NULL,NULL
17170,15725,1,Curbside detention,NULL,NULL
17171,15725,1,Handcuffed or flex cuffed,NULL,NULL
17172,15725,1,Patrol car detention,NULL,NULL
17173,15725,1,Search of person was conducted,NULL,NULL
17174,15725,1,Search of property was conducted,NULL,NULL
17175,15726,1,None,NULL,NULL
17176,15727,1,None,NULL,NULL
17177,15728,1,None,NULL,NULL
17178,15729,1,Asked for consent to search person,TRUE,NULL
17179,15729,1,Curbside detention,NULL,NULL
17180,15729,1,Search of person was conducted,NULL,NULL
17181,15730,1,None,NULL,NULL
17182,15730,2,None,NULL,NULL
17183,15731,1,Asked for consent to search person,TRUE,NULL
17184,15731,1,Patrol car detention,NULL,NULL
17185,15731,1,Property was seized,NULL,NULL
17186,15732,1,Asked for consent to search person,TRUE,NULL
17187,15732,1,Curbside detention,NULL,NULL
17188,15733,1,None,NULL,NULL
17189,15734,1,None,NULL,NULL
17190,15735,1,None,NULL,NULL
17191,15736,1,None,NULL,NULL
17192,15737,1,Curbside detention,NULL,NULL
17193,15737,2,Patrol car detention,NULL,NULL
17194,15737,2,Search of person was conducted,NULL,NULL
17195,15738,1,None,NULL,NULL
17196,15739,1,Curbside detention,NULL,NULL
17197,15739,2,Curbside detention,NULL,NULL
17198,15740,1,Handcuffed or flex cuffed,NULL,NULL
17199,15740,1,Search of person was conducted,NULL,NULL
17200,15741,1,None,NULL,NULL
17201,16069,1,None,NULL,NULL
17202,16070,1,None,NULL,NULL
17203,16071,1,None,NULL,NULL
17204,16131,1,None,NULL,NULL
17205,16072,1,Handcuffed or flex cuffed,NULL,NULL
17206,15923,1,Patrol car detention,NULL,NULL
17207,16072,1,Search of person was conducted,NULL,NULL
17208,16132,1,None,NULL,NULL
17209,16073,1,None,NULL,NULL
17210,15923,1,Search of person was conducted,NULL,NULL
17211,16133,1,None,NULL,NULL
17212,16074,1,Handcuffed or flex cuffed,NULL,NULL
17213,15924,1,Patrol car detention,NULL,NULL
17214,16134,1,None,NULL,NULL
17215,16074,1,Person removed from vehicle by order,NULL,NULL
17216,15924,1,Search of person was conducted,NULL,NULL
17217,16166,1,None,NULL,NULL
17218,16135,1,None,NULL,NULL
17219,16074,1,Property was seized,NULL,NULL
17220,16093,2,None,NULL,NULL
17221,15965,1,Search of person was conducted,NULL,NULL
17222,15925,1,Patrol car detention,NULL,NULL
17223,15925,2,Curbside detention,NULL,NULL
17224,16039,1,Curbside detention,NULL,NULL
17225,15925,3,Curbside detention,NULL,NULL
17226,15926,1,None,NULL,NULL
17227,15927,1,Patrol car detention,NULL,NULL
17228,15927,2,Patrol car detention,NULL,NULL
17229,15928,1,None,NULL,NULL
17230,15929,1,None,NULL,NULL
17231,15930,1,Baton or other impact weapon used,NULL,NULL
17232,15931,1,Patrol car detention,NULL,NULL
17233,15931,1,Search of person was conducted,NULL,NULL
17234,15932,1,None,NULL,NULL
17235,15933,1,None,NULL,NULL
17236,15933,2,None,NULL,NULL
17237,15934,1,None,NULL,NULL
17238,15935,1,None,NULL,NULL
17239,15936,1,None,NULL,NULL
17240,15937,1,Curbside detention,NULL,NULL
17241,15938,1,None,NULL,NULL
17242,15939,1,None,NULL,NULL
17243,15940,1,None,NULL,NULL
17244,15941,1,None,NULL,NULL
17245,15942,1,None,NULL,NULL
17246,15943,1,None,NULL,NULL
17247,15944,1,None,NULL,NULL
17248,15945,1,None,NULL,NULL
17249,15946,1,None,NULL,NULL
17250,15947,1,None,NULL,NULL
17251,15948,1,None,NULL,NULL
17252,15949,1,None,NULL,NULL
17253,15950,1,None,NULL,NULL
17254,15951,1,None,NULL,NULL
17255,15952,1,None,NULL,NULL
17256,15953,1,None,NULL,NULL
17257,15954,1,None,NULL,NULL
17258,15955,1,None,NULL,NULL
17259,15956,1,None,NULL,NULL
17260,15957,1,None,NULL,NULL
17261,15958,1,None,NULL,NULL
17262,15960,1,None,NULL,NULL
17263,15961,1,None,NULL,NULL
17264,15962,1,Asked for consent to search person,TRUE,NULL
17265,15962,1,Curbside detention,NULL,NULL
17266,15963,1,None,NULL,NULL
17267,15964,1,Handcuffed or flex cuffed,NULL,NULL
17268,15965,1,Person removed from vehicle by order,NULL,NULL
17269,16074,1,Search of person was conducted,NULL,NULL
17270,16093,3,None,NULL,NULL
17271,15965,1,Search of property was conducted,NULL,NULL
17272,16040,1,None,NULL,NULL
17273,16136,1,None,NULL,NULL
17274,16074,2,Curbside detention,NULL,NULL
17275,16093,4,None,NULL,NULL
17276,15966,1,None,NULL,NULL
17277,16041,1,None,NULL,NULL
17278,16137,1,None,NULL,NULL
17279,16074,2,Person removed from vehicle by order,NULL,NULL
17280,16093,5,None,NULL,NULL
17281,15966,2,None,NULL,NULL
17282,16167,1,Curbside detention,NULL,NULL
17283,16042,1,None,NULL,NULL
17284,16138,1,Curbside detention,NULL,NULL
17285,16074,2,Search of person was conducted,NULL,NULL
17286,16094,1,None,NULL,NULL
17287,15966,3,None,NULL,NULL
17288,16168,1,None,NULL,NULL
17289,16043,1,None,NULL,NULL
17290,16138,1,Search of person was conducted,NULL,NULL
17291,16075,1,Curbside detention,NULL,NULL
17292,16095,1,Curbside detention,NULL,NULL
17293,15967,1,Patrol car detention,NULL,NULL
17294,16169,1,None,NULL,NULL
17295,16044,1,None,NULL,NULL
17296,16139,1,None,NULL,NULL
17297,16075,1,Handcuffed or flex cuffed,NULL,NULL
17298,16095,1,Handcuffed or flex cuffed,NULL,NULL
17299,15967,1,Search of person was conducted,NULL,NULL
17300,16170,1,None,NULL,NULL
17301,16045,1,Curbside detention,NULL,NULL
17302,16140,1,None,NULL,NULL
17303,16075,1,Search of person was conducted,NULL,NULL
17304,16095,1,Search of person was conducted,NULL,NULL
17305,15968,1,None,NULL,NULL
17306,16171,1,None,NULL,NULL
17307,16045,1,Handcuffed or flex cuffed,NULL,NULL
17308,16141,1,None,NULL,NULL
17309,16076,1,Curbside detention,NULL,NULL
17310,16096,1,None,NULL,NULL
17311,15969,1,None,NULL,NULL
17312,16172,1,None,NULL,NULL
17313,16045,1,Search of person was conducted,NULL,NULL
17314,16142,1,Asked for consent to search person,NULL,NULL
17315,16076,1,Search of person was conducted,NULL,NULL
17316,16097,1,None,NULL,NULL
17317,15970,1,None,NULL,NULL
17318,16173,1,None,NULL,NULL
17319,16046,1,None,NULL,NULL
17320,16142,1,Patrol car detention,NULL,NULL
17321,16142,2,Asked for consent to search person,NULL,NULL
17322,16142,2,Patrol car detention,NULL,NULL
17323,16143,1,None,NULL,NULL
17324,16144,1,Patrol car detention,NULL,NULL
17325,16144,2,Patrol car detention,NULL,NULL
17326,16145,1,Asked for consent to search person,TRUE,NULL
17327,16145,1,Asked for consent to search property,NULL,TRUE
17328,16145,1,Curbside detention,NULL,NULL
17329,16145,1,Person removed from vehicle by order,NULL,NULL
17330,16145,1,Search of person was conducted,NULL,NULL
17331,16145,1,Search of property was conducted,NULL,NULL
17332,16146,1,Patrol car detention,NULL,NULL
17333,16146,1,Search of person was conducted,NULL,NULL
17334,16147,1,None,NULL,NULL
17335,16148,1,Curbside detention,NULL,NULL
17336,16149,1,None,NULL,NULL
17337,16150,1,None,NULL,NULL
17338,16151,1,None,NULL,NULL
17339,16152,1,Curbside detention,NULL,NULL
17340,16153,1,None,NULL,NULL
17341,16154,1,None,NULL,NULL
17342,16155,1,None,NULL,NULL
17343,16156,1,None,NULL,NULL
17344,16157,1,None,NULL,NULL
17345,16158,1,None,NULL,NULL
17346,16159,1,None,NULL,NULL
17347,16160,1,None,NULL,NULL
17348,16161,1,None,NULL,NULL
17349,16162,1,None,NULL,NULL
17350,16163,1,None,NULL,NULL
17351,16164,1,Curbside detention,NULL,NULL
17352,16165,1,Handcuffed or flex cuffed,NULL,NULL
17353,16165,1,Search of property was conducted,NULL,NULL
17354,16165,2,Curbside detention,NULL,NULL
17355,16165,2,Search of property was conducted,NULL,NULL
17356,16165,3,None,NULL,NULL
17357,16076,2,Curbside detention,NULL,NULL
17358,16076,2,Search of person was conducted,NULL,NULL
17359,16098,1,None,NULL,NULL
17360,16077,1,None,NULL,NULL
17361,16099,1,None,NULL,NULL
17362,16078,1,None,NULL,NULL
17363,16100,1,None,NULL,NULL
17364,16079,1,Curbside detention,NULL,NULL
17365,16101,1,None,NULL,NULL
17366,16079,1,Property was seized,NULL,NULL
17367,16102,1,None,NULL,NULL
17368,16079,1,Search of person was conducted,NULL,NULL
17369,16103,1,None,NULL,NULL
17370,16080,1,None,NULL,NULL
17371,16104,1,None,NULL,NULL
17372,16081,1,None,NULL,NULL
17373,16105,1,None,NULL,NULL
17374,16081,2,None,NULL,NULL
17375,16106,1,None,NULL,NULL
17376,16082,1,None,NULL,NULL
17377,16107,1,None,NULL,NULL
17378,16082,2,None,NULL,NULL
17379,15971,1,None,NULL,NULL
17380,16108,1,None,NULL,NULL
17381,16083,1,None,NULL,NULL
17382,16047,1,None,NULL,NULL
17383,16174,1,Patrol car detention,NULL,NULL
17384,15972,1,None,NULL,NULL
17385,16109,1,None,NULL,NULL
17386,16084,1,None,NULL,NULL
17387,16048,1,None,NULL,NULL
17388,16174,1,Search of person was conducted,NULL,NULL
17389,15973,1,None,NULL,NULL
17390,16110,1,None,NULL,NULL
17391,16085,1,None,NULL,NULL
17392,16049,1,None,NULL,NULL
17393,16175,1,None,NULL,NULL
17394,15974,1,None,NULL,NULL
17395,16111,1,None,NULL,NULL
17396,16086,1,Handcuffed or flex cuffed,NULL,NULL
17397,16050,1,None,NULL,NULL
17398,16176,1,None,NULL,NULL
17399,15975,1,None,NULL,NULL
17400,16112,1,None,NULL,NULL
17401,16086,1,Patrol car detention,NULL,NULL
17402,16051,1,None,NULL,NULL
17403,16177,1,None,NULL,NULL
17404,15976,1,None,NULL,NULL
17405,16113,1,None,NULL,NULL
17406,16086,1,Search of person was conducted,NULL,NULL
17407,16052,1,None,NULL,NULL
17408,16178,1,None,NULL,NULL
17409,15977,1,None,NULL,NULL
17410,16114,1,None,NULL,NULL
17411,16087,1,None,NULL,NULL
17412,16053,1,None,NULL,NULL
17413,16179,1,None,NULL,NULL
17414,15978,1,None,NULL,NULL
17415,16115,1,None,NULL,NULL
17416,16088,1,Person removed from vehicle by order,NULL,NULL
17417,16054,1,None,NULL,NULL
17418,16180,1,None,NULL,NULL
17419,15979,1,None,NULL,NULL
17420,15980,1,None,NULL,NULL
17421,15981,1,None,NULL,NULL
17422,15982,1,None,NULL,NULL
17423,15983,1,None,NULL,NULL
17424,15984,1,None,NULL,NULL
17425,15985,1,None,NULL,NULL
17426,15986,1,None,NULL,NULL
17427,15987,1,None,NULL,NULL
17428,15988,1,None,NULL,NULL
17429,15989,1,Curbside detention,NULL,NULL
17430,15989,2,Curbside detention,NULL,NULL
17431,15989,3,Curbside detention,NULL,NULL
17432,15990,1,None,NULL,NULL
17433,15991,1,None,NULL,NULL
17434,15992,1,None,NULL,NULL
17435,15993,1,None,NULL,NULL
17436,15994,1,None,NULL,NULL
17437,15995,1,None,NULL,NULL
17438,15996,1,None,NULL,NULL
17439,15998,1,None,NULL,NULL
17440,15999,1,None,NULL,NULL
17441,16000,1,Handcuffed or flex cuffed,NULL,NULL
17442,16000,1,Patrol car detention,NULL,NULL
17443,16000,1,Search of person was conducted,NULL,NULL
17444,16000,1,Search of property was conducted,NULL,NULL
17445,16001,1,None,NULL,NULL
17446,16002,1,None,NULL,NULL
17447,16003,1,None,NULL,NULL
17448,16004,1,None,NULL,NULL
17449,16005,1,None,NULL,NULL
17450,16006,1,None,NULL,NULL
17451,16007,1,None,NULL,NULL
17452,16088,1,Search of property was conducted,NULL,NULL
17453,16116,1,None,NULL,NULL
17454,16181,1,None,NULL,NULL
17455,16055,1,None,NULL,NULL
17456,16088,1,Vehicle impounded,NULL,NULL
17457,16117,1,Handcuffed or flex cuffed,NULL,NULL
17458,16182,1,None,NULL,NULL
17459,16056,1,None,NULL,NULL
17460,16089,1,Asked for consent to search person,NULL,NULL
17461,16117,1,Patrol car detention,NULL,NULL
17462,16183,1,None,NULL,NULL
17463,16057,1,Handcuffed or flex cuffed,NULL,NULL
17464,16089,1,Curbside detention,NULL,NULL
17465,16117,1,Property was seized,NULL,NULL
17466,16184,1,None,NULL,NULL
17467,16008,1,None,NULL,NULL
17468,16057,1,Search of person was conducted,NULL,NULL
17469,16090,1,None,NULL,NULL
17470,16117,1,Search of person was conducted,NULL,NULL
17471,16185,1,Asked for consent to search person,NULL,NULL
17472,16009,1,None,NULL,NULL
17473,16058,1,None,NULL,NULL
17474,16091,1,Curbside detention,NULL,NULL
17475,16118,1,Curbside detention,NULL,NULL
17476,16185,1,Curbside detention,NULL,NULL
17477,16010,1,None,NULL,NULL
17478,16059,1,None,NULL,NULL
17479,16091,1,Handcuffed or flex cuffed,NULL,NULL
17480,16119,1,Curbside detention,NULL,NULL
17481,16186,1,Curbside detention,NULL,NULL
17482,16011,1,None,NULL,NULL
17483,16060,1,None,NULL,NULL
17484,16091,1,Search of person was conducted,NULL,NULL
17485,16120,1,Curbside detention,NULL,NULL
17486,16186,1,Search of person was conducted,NULL,NULL
17487,16012,1,None,NULL,NULL
17488,16061,1,None,NULL,NULL
17489,16092,1,Patrol car detention,NULL,NULL
17490,16120,2,Curbside detention,NULL,NULL
17491,16187,1,None,NULL,NULL
17492,16013,1,None,NULL,NULL
17493,16062,1,Asked for consent to search person,TRUE,NULL
17494,16092,2,Patrol car detention,NULL,NULL
17495,16120,3,Curbside detention,NULL,NULL
17496,16188,1,Patrol car detention,NULL,NULL
17497,16014,1,None,NULL,NULL
17498,16062,1,Curbside detention,NULL,NULL
17499,16092,3,Patrol car detention,NULL,NULL
17500,16120,4,Curbside detention,NULL,NULL
17501,16189,1,None,NULL,NULL
17502,16015,1,None,NULL,NULL
17503,16062,1,Search of person was conducted,NULL,NULL
17504,16093,1,None,NULL,NULL
17505,16121,1,None,NULL,NULL
17506,16190,1,None,NULL,NULL
17507,16016,1,None,NULL,NULL
17508,16062,1,Search of property was conducted,NULL,NULL
17509,16122,1,None,NULL,NULL
17510,16191,1,None,NULL,NULL
17511,16017,1,None,NULL,NULL
17512,16063,1,Curbside detention,NULL,NULL
17513,16122,2,None,NULL,NULL
17514,16192,1,None,NULL,NULL
17515,16018,1,Handcuffed or flex cuffed,NULL,NULL
17516,16018,1,Patrol car detention,NULL,NULL
17517,16018,1,Search of person was conducted,NULL,NULL
17518,16019,1,None,NULL,NULL
17519,16019,2,None,NULL,NULL
17520,16020,1,None,NULL,NULL
17521,16021,1,Handcuffed or flex cuffed,NULL,NULL
17522,16021,1,Search of person was conducted,NULL,NULL
17523,16022,1,Curbside detention,NULL,NULL
17524,16022,1,Search of person was conducted,NULL,NULL
17525,16022,1,Search of property was conducted,NULL,NULL
17526,16023,1,Curbside detention,NULL,NULL
17527,16023,1,Search of person was conducted,NULL,NULL
17528,16023,1,Search of property was conducted,NULL,NULL
17529,16023,2,None,NULL,NULL
17530,16024,1,None,NULL,NULL
17531,16025,1,Firearm pointed at person,NULL,NULL
17532,16025,1,Handcuffed or flex cuffed,NULL,NULL
17533,16025,1,Patrol car detention,NULL,NULL
17534,16025,1,Property was seized,NULL,NULL
17535,16025,1,Search of person was conducted,NULL,NULL
17536,16026,1,None,NULL,NULL
17537,16027,1,None,NULL,NULL
17538,16028,1,Asked for consent to search person,TRUE,NULL
17539,16028,1,Curbside detention,NULL,NULL
17540,16029,1,None,NULL,NULL
17541,16030,1,None,NULL,NULL
17542,16031,1,None,NULL,NULL
17543,16032,1,None,NULL,NULL
17544,16033,1,Asked for consent to search person,TRUE,NULL
17545,16033,1,Asked for consent to search property,NULL,TRUE
17546,16034,1,Curbside detention,NULL,NULL
17547,16034,1,Handcuffed or flex cuffed,NULL,NULL
17548,16034,1,Search of person was conducted,NULL,NULL
17549,16034,1,Search of property was conducted,NULL,NULL
17550,16035,1,None,NULL,NULL
17551,16036,1,None,NULL,NULL
17552,16037,1,None,NULL,NULL
17553,16038,1,None,NULL,NULL
17554,16123,1,None,NULL,NULL
17555,16063,1,Firearm pointed at person,NULL,NULL
17556,16193,1,None,NULL,NULL
17557,16124,1,None,NULL,NULL
17558,16063,1,Handcuffed or flex cuffed,NULL,NULL
17559,16194,1,None,NULL,NULL
17560,16125,1,None,NULL,NULL
17561,16063,1,Property was seized,NULL,NULL
17562,16195,1,Handcuffed or flex cuffed,NULL,NULL
17563,16126,1,None,NULL,NULL
17564,16063,1,Search of person was conducted,NULL,NULL
17565,16195,1,Patrol car detention,NULL,NULL
17566,16127,1,Person removed from vehicle by physical contact,NULL,NULL
17567,16063,1,Search of property was conducted,NULL,NULL
17568,16196,1,None,NULL,NULL
17569,16128,1,None,NULL,NULL
17570,16064,1,Patrol car detention,NULL,NULL
17571,16197,1,None,NULL,NULL
17572,16129,1,None,NULL,NULL
17573,16064,1,Person removed from vehicle by order,NULL,NULL
17574,16198,1,None,NULL,NULL
17575,16130,1,None,NULL,NULL
17576,16064,1,Person removed from vehicle by physical contact,NULL,NULL
17577,16199,1,None,NULL,NULL
17578,16064,1,Search of property was conducted,NULL,NULL
17579,16200,1,Curbside detention,NULL,NULL
17580,16064,2,Patrol car detention,NULL,NULL
17581,16200,1,Handcuffed or flex cuffed,NULL,NULL
17582,16200,1,Search of person was conducted,NULL,NULL
17583,16064,2,Person removed from vehicle by order,NULL,NULL
17584,16200,2,Curbside detention,NULL,NULL
17585,16064,2,Person removed from vehicle by physical contact,NULL,NULL
17586,16200,2,Search of person was conducted,NULL,NULL
17587,16201,1,None,NULL,NULL
17588,16065,1,Asked for consent to search person,TRUE,NULL
17589,16202,1,None,NULL,NULL
17590,16065,1,Curbside detention,NULL,NULL
17591,16203,1,None,NULL,NULL
17592,16065,1,Search of person was conducted,NULL,NULL
17593,16204,1,None,NULL,NULL
17594,16205,1,None,NULL,NULL
17595,16066,1,None,NULL,NULL
17596,16206,1,None,NULL,NULL
17597,16067,1,None,NULL,NULL
17598,16207,1,None,NULL,NULL
17599,16067,2,None,NULL,NULL
17600,16068,1,None,NULL,NULL
17601,16208,1,None,NULL,NULL
17602,16209,1,None,NULL,NULL
17603,16210,1,None,NULL,NULL
17604,16211,1,None,NULL,NULL
17605,16212,1,None,NULL,NULL
17606,16213,1,None,NULL,NULL
17607,16214,1,None,NULL,NULL
17608,16215,1,None,NULL,NULL
17609,16216,1,None,NULL,NULL
17610,16217,1,Curbside detention,NULL,NULL
17611,16217,1,Search of person was conducted,NULL,NULL
17612,16218,1,None,NULL,NULL
17613,16219,1,None,NULL,NULL
17614,16220,1,None,NULL,NULL
17615,16221,1,None,NULL,NULL
17616,16222,1,Curbside detention,NULL,NULL
17617,16222,1,Search of person was conducted,NULL,NULL
17618,16222,2,Curbside detention,NULL,NULL
17619,16222,2,Search of person was conducted,NULL,NULL
17620,16223,1,Curbside detention,NULL,NULL
17621,16223,1,Search of person was conducted,NULL,NULL
17622,16224,1,None,NULL,NULL
17623,16225,1,None,NULL,NULL
17624,16226,1,Handcuffed or flex cuffed,NULL,NULL
17625,16226,1,Patrol car detention,NULL,NULL
17626,16226,1,Search of person was conducted,NULL,NULL
17627,16226,1,Search of property was conducted,NULL,NULL
17628,16227,1,None,NULL,NULL
17629,16228,1,None,NULL,NULL
17630,16229,1,Firearm pointed at person,NULL,NULL
17631,16229,1,Patrol car detention,NULL,NULL
17632,16229,1,Search of person was conducted,NULL,NULL
17633,16229,1,Search of property was conducted,NULL,NULL
17634,16230,1,None,NULL,NULL
17635,16231,1,None,NULL,NULL
17636,16232,1,None,NULL,NULL
17637,16233,1,Handcuffed or flex cuffed,NULL,NULL
17638,16233,1,Search of property was conducted,NULL,NULL
17639,16233,2,Handcuffed or flex cuffed,NULL,NULL
17640,16233,2,Search of person was conducted,NULL,NULL
17641,16234,1,None,NULL,NULL
17642,16235,1,None,NULL,NULL
17643,16236,1,None,NULL,NULL
17644,16237,1,Curbside detention,NULL,NULL
17645,16237,1,Patrol car detention,NULL,NULL
17646,16237,1,Person removed from vehicle by order,NULL,NULL
17647,16237,1,Property was seized,NULL,NULL
17648,16238,1,None,NULL,NULL
17649,16239,1,None,NULL,NULL
17650,16240,1,Handcuffed or flex cuffed,NULL,NULL
17651,16348,1,Patrol car detention,NULL,NULL
17652,16348,1,Search of person was conducted,NULL,NULL
17653,16349,1,None,NULL,NULL
17654,16290,1,Person removed from vehicle by order,NULL,NULL
17655,16350,1,Curbside detention,NULL,NULL
17656,16290,1,Search of person was conducted,NULL,NULL
17657,16350,1,Property was seized,NULL,NULL
17658,16291,1,None,NULL,NULL
17659,16350,1,Search of person was conducted,NULL,NULL
17660,16292,1,None,NULL,NULL
17661,16293,1,None,NULL,NULL
17662,16262,1,None,NULL,NULL
17663,16351,1,None,NULL,NULL
17664,16322,1,None,NULL,NULL
17665,16294,1,None,NULL,NULL
17666,16263,1,None,NULL,NULL
17667,16352,1,None,NULL,NULL
17668,16322,2,None,NULL,NULL
17669,16240,1,Patrol car detention,NULL,NULL
17670,16295,1,None,NULL,NULL
17671,16264,1,None,NULL,NULL
17672,16353,1,None,NULL,NULL
17673,16323,1,None,NULL,NULL
17674,16405,1,None,NULL,NULL
17675,16296,1,None,NULL,NULL
17676,16240,1,Search of property was conducted,NULL,NULL
17677,16265,1,None,NULL,NULL
17678,16354,1,Handcuffed or flex cuffed,NULL,NULL
17679,16324,1,None,NULL,NULL
17680,16406,1,None,NULL,NULL
17681,16297,1,None,NULL,NULL
17682,16241,1,Firearm pointed at person,NULL,NULL
17683,16266,1,Handcuffed or flex cuffed,NULL,NULL
17684,16354,1,Patrol car detention,NULL,NULL
17685,16325,1,None,NULL,NULL
17686,16407,1,None,NULL,NULL
17687,16298,1,None,NULL,NULL
17688,16241,1,Handcuffed or flex cuffed,NULL,NULL
17689,16266,1,Person removed from vehicle by order,NULL,NULL
17690,16354,1,Search of person was conducted,NULL,NULL
17691,16326,1,None,NULL,NULL
17692,16408,1,None,NULL,NULL
17693,16299,1,None,NULL,NULL
17694,16241,1,Search of person was conducted,NULL,NULL
17695,16266,1,Property was seized,NULL,NULL
17696,16355,1,Asked for consent to search person,TRUE,NULL
17697,16327,1,None,NULL,NULL
17698,16409,1,None,NULL,NULL
17699,16410,1,Person removed from vehicle by order,NULL,NULL
17700,16411,1,Asked for consent to search person,TRUE,NULL
17701,16411,1,Curbside detention,NULL,NULL
17702,16411,1,Person removed from vehicle by order,NULL,NULL
17703,16412,1,None,NULL,NULL
17704,16413,1,Handcuffed or flex cuffed,NULL,NULL
17705,16413,1,Patrol car detention,NULL,NULL
17706,16413,1,Search of person was conducted,NULL,NULL
17707,16414,1,Asked for consent to search person,NULL,NULL
17708,16414,1,Curbside detention,NULL,NULL
17709,16415,1,Handcuffed or flex cuffed,NULL,NULL
17710,16415,1,Patrol car detention,NULL,NULL
17711,16415,1,Search of person was conducted,NULL,NULL
17712,16416,1,None,NULL,NULL
17713,16417,1,None,NULL,NULL
17714,16418,1,Curbside detention,NULL,NULL
17715,16419,1,Handcuffed or flex cuffed,NULL,NULL
